account_id,original_customer_id,new_customer_id,resolution_status,opening_date,source_year,source_month,source_period,source_file
ACC0034365,IND21020098,IND2111020098,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034366,IND21019427,IND2111019427,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034367,IND21019427,IND2111019427,resolved,2021-11-21,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034368,IND21016225,IND2111016225,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034369,IND21016225,IND2111016225,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034370,IND21007825,IND2111007825,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034371,IND21013686,IND2111013686,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034372,IND21013686,IND2111013686,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034373,IND21009430,IND2111009430,resolved,2021-11-22,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034374,IND21016693,IND2111016693,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034375,IND21016693,IND2111016693,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034376,IND21001888,IND2111001888,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034377,IND21015531,IND2111015531,resolved,2021-11-22,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034378,IND21015798,IND2111015798,resolved,2021-11-18,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034379,IND21000439,IND2111000439,resolved,2021-11-10,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034380,IND21016510,IND2111016510,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034381,IND21020538,IND2111020538,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034382,IND21000308,IND2111000308,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034383,IND21014644,IND2111014644,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034384,IND21014644,IND2111014644,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034385,IND21005820,IND2111005820,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034386,IND21001637,IND2111001637,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034387,IND21013530,IND2111013530,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034388,IND21020410,IND2111020410,resolved,2021-11-14,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034389,IND21016149,IND2111016149,resolved,2021-11-02,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034390,IND21019955,IND2111019955,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034391,IND21013866,IND2111013866,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034392,IND21013866,IND2111013866,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034393,IND21004134,IND2111004134,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034394,IND21016706,IND2111016706,resolved,2021-11-15,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034395,IND21000870,IND2111000870,resolved,2021-11-20,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034396,IND21019209,IND2111019209,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034397,IND21015539,IND2111015539,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034398,IND21010383,IND2111010383,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034399,IND21003945,IND2111003945,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034400,IND21012488,IND2111012488,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034401,IND21016520,IND2111016520,resolved,2021-11-10,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034402,IND21006804,IND2111006804,resolved,2021-11-21,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034403,IND21016320,IND2111016320,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034404,IND21005143,IND2111005143,resolved,2021-11-09,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034405,IND21003646,IND2111003646,resolved,2021-11-11,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034406,IND21005200,IND2111005200,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034407,IND21009985,IND2111009985,resolved,2021-11-14,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034408,IND21010867,IND2111010867,resolved,2021-11-20,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034409,IND21010867,IND2111010867,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034410,IND21005102,IND2111005102,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034411,IND21003351,IND2111003351,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034412,IND21017155,IND2111017155,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034413,IND21015297,IND2111015297,resolved,2021-11-15,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034414,IND21008338,IND2111008338,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034415,IND21014091,IND2111014091,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034416,IND21007094,IND2111007094,resolved,2021-11-13,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034417,IND21012790,IND2111012790,resolved,2021-11-11,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034418,IND21014936,IND2111014936,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034419,IND21008356,IND2111008356,resolved,2021-11-05,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034420,IND21014409,IND2111014409,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034421,IND21020275,IND2111020275,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034422,IND21004753,IND2111004753,resolved,2021-11-08,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034423,IND21017911,IND2111017911,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034424,IND21008764,IND2111008764,resolved,2021-11-11,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034425,IND21001488,IND2111001488,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034426,IND21009517,IND2111009517,resolved,2021-11-26,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034427,IND21019076,IND2111019076,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034428,IND21002662,IND2111002662,resolved,2021-11-26,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034429,IND21005086,IND2111005086,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034430,IND21005086,IND2111005086,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034432,IND21013846,IND2111013846,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034433,IND21008096,IND2111008096,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034434,IND21015806,IND2111015806,resolved,2021-11-06,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034436,IND21019876,IND2111019876,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034437,IND21019191,IND2111019191,resolved,2021-11-17,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034438,IND21020519,IND2111020519,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034439,IND21019284,IND2111019284,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034440,IND21019284,IND2111019284,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034441,IND21012281,IND2111012281,resolved,2021-11-19,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034442,IND21018220,IND2111018220,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034443,IND21018220,IND2111018220,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034444,IND21003473,IND2111003473,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034445,IND21018487,IND2111018487,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034446,IND21014781,IND2111014781,resolved,2021-11-15,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034447,IND21001430,IND2111001430,resolved,2021-11-12,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034448,IND21005073,IND2111005073,resolved,2021-11-17,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034449,IND21002994,IND2111002994,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034450,IND21016842,IND2111016842,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034451,IND21015782,IND2111015782,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034452,IND21014895,IND2111014895,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034453,IND21014241,IND2111014241,resolved,2021-11-20,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034454,IND21002987,IND2111002987,resolved,2021-11-17,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034456,IND21012893,IND2111012893,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034457,IND21018530,IND2111018530,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034458,IND21002550,IND2111002550,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034459,IND21005515,IND2111005515,resolved,2021-11-22,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034460,IND21009262,IND2111009262,resolved,2021-11-22,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034461,IND21009271,IND2111009271,resolved,2021-11-20,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034462,IND21004601,IND2111004601,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034463,IND21015719,IND2111015719,resolved,2021-11-19,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034464,IND21015179,IND2111015179,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034465,IND21002384,IND2111002384,resolved,2021-11-18,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034466,IND21009576,IND2111009576,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034467,IND21019400,IND2111019400,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034468,IND21019400,IND2111019400,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034469,IND21014923,IND2111014923,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034470,IND21014923,IND2111014923,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034471,IND21005505,IND2111005505,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034472,IND21017219,IND2111017219,resolved,2021-11-20,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034473,IND21009147,IND2111009147,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034474,IND21011840,IND2111011840,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034475,IND21004578,IND2111004578,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034477,IND21009656,IND2111009656,resolved,2021-11-17,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034478,IND21008963,IND2111008963,resolved,2021-11-26,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034479,IND21008009,IND2111008009,resolved,2021-11-20,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034480,IND21002021,IND2111002021,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034481,IND21002021,IND2111002021,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034482,IND21008130,IND2111008130,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034483,IND21012316,IND2111012316,resolved,2021-11-06,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034484,IND21007727,IND2111007727,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034485,IND21013896,IND2111013896,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034486,IND21011117,IND2111011117,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034487,IND21015107,IND2111015107,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034488,IND21011607,IND2111011607,resolved,2021-11-12,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034489,IND21011607,IND2111011607,resolved,2021-11-10,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034490,IND21014140,IND2111014140,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034491,IND21015144,IND2111015144,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034493,IND21017265,IND2111017265,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034494,IND21000952,IND2111000952,resolved,2021-11-19,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034495,IND21012338,IND2111012338,resolved,2021-11-06,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034496,IND21016913,IND2111016913,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034497,IND21009411,IND2111009411,resolved,2021-11-20,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034498,IND21006794,IND2111006794,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034499,IND21019709,IND2111019709,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034500,IND21019709,IND2111019709,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034501,IND21020268,IND2111020268,resolved,2021-11-26,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034502,IND21011685,IND2111011685,resolved,2021-11-22,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034504,IND21014765,IND2111014765,resolved,2021-11-22,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034505,IND21002731,IND2111002731,resolved,2021-11-21,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034506,IND21002731,IND2111002731,resolved,2021-11-16,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034507,IND21015518,IND2111015518,resolved,2021-11-10,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034508,IND21015518,IND2111015518,resolved,2021-11-21,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034510,IND21013598,IND2111013598,resolved,2021-11-12,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034511,IND21008441,IND2111008441,resolved,2021-11-20,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034512,IND21018871,IND2111018871,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034513,IND21002317,IND2111002317,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034515,IND21002266,IND2111002266,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034516,IND21004066,IND2111004066,resolved,2021-11-21,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034518,IND21003751,IND2111003751,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034519,IND21008689,IND2111008689,resolved,2021-11-22,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034520,IND21000150,IND2111000150,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034521,IND21020213,IND2111020213,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034522,IND21005042,IND2111005042,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034523,IND21019004,IND2111019004,resolved,2021-11-21,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034524,IND21017158,IND2111017158,resolved,2021-11-20,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034525,IND21019874,IND2111019874,resolved,2021-11-21,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034526,IND21014105,IND2111014105,resolved,2021-11-04,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034527,IND21002561,IND2111002561,resolved,2021-11-26,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034528,IND21012288,IND2111012288,resolved,2021-11-20,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034529,IND21016008,IND2111016008,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034530,IND21003136,IND2111003136,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034531,IND21003136,IND2111003136,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034532,IND21004340,IND2111004340,resolved,2021-11-11,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034533,IND21017056,IND2111017056,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034534,IND21017056,IND2111017056,resolved,2021-11-16,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034535,IND21001368,IND2111001368,resolved,2021-11-03,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034536,IND21017773,IND2111017773,resolved,2021-11-07,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034537,IND21006894,IND2111006894,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034538,IND21018664,IND2111018664,resolved,2021-11-18,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034539,IND21020344,IND2111020344,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034540,IND21019612,IND2111019612,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034541,IND21008452,IND2111008452,resolved,2021-11-19,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034542,IND21008821,IND2111008821,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034543,IND21002914,IND2111002914,resolved,2021-11-24,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034544,IND21012085,IND2111012085,resolved,2021-11-22,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034545,IND21005824,IND2111005824,resolved,2021-11-26,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034546,IND21016548,IND2111016548,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034547,IND21020245,IND2111020245,resolved,2021-11-13,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034548,IND21010585,IND2111010585,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034549,IND21000367,IND2111000367,resolved,2021-11-12,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034550,IND21007838,IND2111007838,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034551,IND21011280,IND2111011280,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034552,IND21009007,IND2111009007,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034553,IND21010748,IND2111010748,resolved,2021-11-26,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034554,IND21001152,IND2111001152,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034555,IND21001152,IND2111001152,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034556,IND21001553,IND2111001553,resolved,2021-11-08,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034557,IND21013497,IND2111013497,resolved,2021-11-26,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034558,IND21011160,IND2111011160,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034559,IND21009416,IND2111009416,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034560,IND21017894,IND2111017894,resolved,2021-11-05,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034561,IND21017894,IND2111017894,resolved,2021-11-02,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034563,IND21002534,IND2111002534,resolved,2021-11-04,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034565,IND21001103,IND2111001103,resolved,2021-11-16,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034566,IND21019489,IND2111019489,resolved,2021-11-19,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034567,IND21006812,IND2111006812,resolved,2021-11-05,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034568,IND21012770,IND2111012770,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034569,IND21004168,IND2111004168,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034570,IND21019318,IND2111019318,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034571,IND21019318,IND2111019318,resolved,2021-11-28,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034572,IND21008605,IND2111008605,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034573,IND21016947,IND2111016947,resolved,2021-11-11,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034574,IND21005001,IND2111005001,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034575,IND21007462,IND2111007462,resolved,2021-11-26,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034576,IND21020019,IND2111020019,resolved,2021-11-26,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034577,IND21006381,IND2111006381,resolved,2021-11-21,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034578,IND21001139,IND2111001139,resolved,2021-11-25,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034579,IND21011451,IND2111011451,resolved,2021-11-17,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034580,IND21011019,IND2111011019,resolved,2021-11-07,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034581,IND21011019,IND2111011019,resolved,2021-11-09,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034582,IND21012148,IND2111012148,resolved,2021-11-22,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034583,IND21005718,IND2111005718,resolved,2021-11-12,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034584,IND21005718,IND2111005718,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034586,IND21001290,IND2111001290,resolved,2021-11-29,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034587,IND21017450,IND2111017450,resolved,2021-11-12,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034589,IND21007108,IND2111007108,resolved,2021-11-18,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034590,IND21017037,IND2111017037,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034591,IND21008755,IND2111008755,resolved,2021-11-27,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034592,IND21020127,IND2111020127,resolved,2021-11-23,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034593,IND21000198,IND2111000198,resolved,2021-11-05,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034594,IND21019621,IND2111019621,resolved,2021-11-30,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
ACC0034595,IND21019431,IND2111019431,resolved,2021-11-06,2021,11,2021-11,banking_data/2021/11/accounts_2021_11.parquet
