transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system,has_data_error,data_error_types
TXNL202500001797,ACC0023446,IND21003232,LN2021020000516,LDO20250001892,54,2025-08-11,02:11:25,1154.3,Debit,Completed,,Loan Payment - LN2021020000516 - Late Fee,False,,1.94,,Automated,Personal Loan,late_payment,False,loan_payment_generator,False,
TXNL202500001798,ACC0024059,COM21000143,LN2021020000523,LDO20250000017,54,2025-08-23,04:50:46,4239.67,Debit,Completed,,Loan Payment - LN2021020000523,False,,0.66,,Automated,Business Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001799,ACC0023969,IND21009437,LN2021020000532,LDO20250000843,54,2025-08-19,04:01:43,2109.93,Debit,Completed,,Loan Payment - LN2021020000532 - Partial,False,,0.38,,Automated,Home Loan,partial_payment,False,loan_payment_generator,False,
TXNL202500001800,ACC0023869,IND21002339,LN2021020000543,LDO20250000845,54,2025-08-22,03:18:19,4422.05,Debit,Completed,,Loan Payment - LN2021020000543,False,,1.73,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001801,ACC0023800,IND21012141,LN2021020000546,LDO20250001893,53,2025-08-02,03:22:55,1376.84,Debit,Completed,,Loan Payment - LN2021020000546,False,,1.06,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001802,ACC0023957,IND21010455,LN2021020000555,LDO20250000846,53,2025-08-06,04:33:34,250.88,Debit,Completed,,Loan Payment - LN2021020000555,False,,1.86,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001803,ACC0022666,IND21008185,LN2021020000564,LDO20250001894,54,2025-08-13,03:11:47,834.11,Debit,Completed,,Loan Payment - LN2021020000564,False,,0.62,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001804,ACC0023851,IND21004730,LN2021020000565,LDO20250000848,53,2025-08-03,04:46:09,1423.98,Debit,Completed,,Loan Payment - LN2021020000565,False,,1.71,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001805,ACC0022738,IND21009141,LN2021020000599,LDO20250001896,53,2025-08-05,02:26:18,1937.34,Debit,Completed,,Loan Payment - LN2021020000599,False,,1.6,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001806,ACC0023262,IND21002330,LN2021020000607,LDO20250001897,54,2025-08-17,03:12:00,2926.17,Debit,Completed,,Loan Payment - LN2021020000607,False,,1.65,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001807,ACC0023740,IND21010773,LN2021020000614,LDO20250001898,54,2025-08-27,03:03:17,1551.48,Debit,Completed,,Loan Payment - LN2021020000614,False,,1.28,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001808,ACC0024015,IND21001060,LN2021020000620,LDO20250000849,53,2025-08-09,02:55:12,3508.02,Debit,Completed,,Loan Payment - LN2021020000620,False,,0.58,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001809,ACC0023035,IND21005264,LN2021020000624,LDO20250000850,54,2025-08-25,03:32:00,1956.57,Debit,Completed,,Loan Payment - LN2021020000624,False,,0.01,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001810,ACC0022849,IND21009331,LN2021020000626,LDO20250001900,54,2025-08-25,02:53:53,3503.88,Debit,Completed,,Loan Payment - LN2021020000626,False,,1.16,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001811,ACC0023240,IND21014449,LN2021020000631,LDO20250000851,54,2025-08-23,04:48:24,3718.39,Debit,Completed,,Loan Payment - LN2021020000631,False,,1.73,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001812,ACC0023572,IND21006824,LN2021020000634,LDO20250001901,54,2025-08-25,03:17:01,708.76,Debit,Completed,,Loan Payment - LN2021020000634,False,,1.24,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001813,ACC0023604,IND21004811,LN2021020000635,LDO20250001902,54,2025-08-18,02:06:02,1597.65,Debit,Completed,,Loan Payment - LN2021020000635,False,,0.71,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001814,ACC0023619,IND21011420,LN2021020000650,LDO20250001903,54,2025-08-12,04:54:36,465.46,Debit,Completed,,Loan Payment - LN2021020000650,False,,0.48,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001815,ACC0023124,IND21006618,LN2021020000654,LDO20250000852,53,2025-08-01,04:55:30,2293.05,Debit,Completed,,Loan Payment - LN2021020000654,False,,1.91,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001816,ACC0022562,IND21005673,LN2021020000655,LDO20250001905,54,2025-08-24,02:23:52,1449.03,Debit,Completed,,Loan Payment - LN2021020000655 - Partial,False,,1.26,,Automated,Home Loan,partial_payment,False,loan_payment_generator,False,
TXNL202500001817,ACC0023062,IND21008346,LN2021020000656,LDO20250001906,53,2025-08-05,03:25:01,1692.82,Debit,Completed,,Loan Payment - LN2021020000656,False,,0.76,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001818,ACC0023632,IND21003582,LN2021020000663,LDO20250000853,54,2025-08-25,04:38:31,2000.84,Debit,Completed,,Loan Payment - LN2021020000663,False,,1.15,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001819,ACC0023410,IND21004371,LN2021020000667,LDO20250000854,54,2025-08-24,03:28:59,1590.17,Debit,Failed,mandate_limit,Loan Payment - LN2021020000667,False,,1.53,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001820,ACC0022999,IND21008604,LN2021020000681,LDO20250000371,54,2025-08-25,03:48:24,2098.68,Debit,Completed,,Loan Payment - LN2021020000681,False,,1.99,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001821,ACC0023738,IND21009973,LN2021020000703,LDO20250001908,53,2025-08-06,03:45:12,2665.76,Debit,Completed,,Loan Payment - LN2021020000703,False,,0.09,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001822,ACC0022794,IND21014616,LN2021020000721,LDO20250001910,54,2025-08-08,02:04:16,2596.58,Debit,Completed,,Loan Payment - LN2021020000721,False,,1.9,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
 TXNL202500001823 ,ACC0023443,IND21005424,LN2021020000723,LDO20250001911,53,2025-08-02,04:27:33,2865.7,Debit,Completed,,Loan Payment - LN2021020000723,False,,1.51,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,True,whitespace_in_id
TXNL202500001824,ACC0023650,IND21010872,LN2021020000728,LDO20250000856,54,2025-08-12,02:54:51,1411.93,Debit,Completed,,Loan Payment - LN2021020000728,False,,0.45,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001825,ACC0022793,IND21014616,LN2021020000730,LDO20250001912,54,2025-08-16,02:49:22,2063.21,Debit,Failed,mandate_limit,Loan Payment - LN2021020000730,False,,1.79,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001826,ACC0023358,IND21004214,LN2021020000754,LDO20250000858,54,2025-08-14,02:54:47,583.7,Debit,Completed,,Loan Payment - LN2021020000754,False,,1.7,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001827,ACC0023149,IND21010285,LN2021020000767,LDO20250000859,53,2025-08-06,02:40:22,1829.54,Debit,Completed,,Loan Payment - LN2021020000767,False,,1.9,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001828,ACC0022644,IND21007255,LN2021020000771,LDO20250001916,54,2025-08-18,02:49:01,2803.46,Debit,Completed,,Loan Payment - LN2021020000771,False,,1.49,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001829,ACC0023583,IND21009782,LN2021020000775,LDO20250000030,53,2025-08-09,03:45:38,931.84,Debit,Completed,,Loan Payment - LN2021020000775,False,,1.98,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001830,ACC0022709,IND21011214,LN2021020000776,LDO20250000860,53,2025-08-04,03:25:30,807.78,Debit,Failed,insufficient_funds,Loan Payment - LN2021020000776,False,,0.27,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001831,ACC0023099,IND21010329,LN2021020000779,LDO20250001917,54,2025-08-27,04:14:28,1775.41,Debit,Completed,,Loan Payment - LN2021020000779,False,,0.47,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001832,ACC0023909,IND21013618,LN2021020000785,LDO20250001919,54,2025-08-19,03:01:00,1388.98,Debit,Completed,,Loan Payment - LN2021020000785,False,,1.59,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001833,ACC0022608,IND21006806,LN2021020000787,LDO20250000861,53,2025-08-04,03:35:21,472.62,Debit,Completed,,Loan Payment - LN2021020000787 - Late Fee,False,,1.76,,Automated,Home Loan,late_payment,False,loan_payment_generator,False,
TXNL202500001834,ACC0023330,IND21004660,LN2021020000793,LDO20250000862,54,2025-08-10,04:01:55,1594.68,Debit,Completed,,Loan Payment - LN2021020000793,False,,0.22,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001835,ACC0023019,IND21009425,LN2021020000794,LDO20250001920,53,2025-08-06,03:29:40,788.18,Debit,Completed,,Loan Payment - LN2021020000794,False,,0.27,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001836,ACC0022721,IND21005128,LN2021020000811,LDO20250000863,54,2025-08-20,01:07:47,754.6,Debit,Completed,,Loan Payment - LN2021020000811,False,,0.57,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,True,timestamp_shift
TXNL202500001837,ACC0023490,IND21009393,LN2021020000825,LDO20250001922,53,2025-08-08,03:17:08,1118.09,Debit,Completed,,Loan Payment - LN2021020000825,False,,1.17,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001838,ACC0022988,IND21011815,LN2021020000831,LDO20250001923,54,2025-08-24,03:37:57,2452.89,Debit,Completed,,Loan Payment - LN2021020000831,False,,1.64,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001839,ACC0022907,IND21000252,LN2021020000836,LDO20250000864,54,2025-08-25,04:07:54,1022.23,Debit,Completed,,Loan Payment - LN20210200...,False,,0.8,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,True,truncated_description
TXNL202500001840,ACC0023466,IND21009986,LN2021020000837,LDO20250001924,54,2025-08-11,02:08:07,3490.12,Debit,Completed,,Loan Payment - LN2021020000837,False,,0.48,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001841,ACC0023756,IND21010442,LN2021020000839,LDO20250000865,53,2025-08-02,03:48:48,280.75,Debit,Completed,,Loan Payment - LN2021020000839 - Late Fee,False,,0.15,,Automated,Home Loan,late_payment,False,loan_payment_generator,False,
TXNL202500001842,ACC0023326,IND21009565,LN2021020000854,LDO20250000031,53,2025-08-07,03:20:10,20102.89,Debit,Completed,,Loan Payment - LN2021020000854 - Extra Principal,False,,1.23,,Automated,Personal Loan,extra_payment,False,loan_payment_generator,False,
TXNL202500001843,ACC0023661,IND21008712,LN2021020000856,LDO20250001926,54,2025-08-14,03:46:21,2691.3,Debit,Cancelled,customer_stop_instruction,Loan Payment - LN2021020000856,False,,1.89,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001844,ACC0023051,IND21012922,LN2021020000862,LDO20250001927,54,2025-08-26,03:51:33,434.76,Debit,Completed,,Loan Payment - LN2021020000862,False,,1.89,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001845,ACC0023398,IND21003471,LN2021020000867,LDO20250000866,54,2025-08-15,02:10:45,511.24,Debit,Completed,,Loan Payment - LN2021020000867 - Recovery,False,,0.55,,Automated,Home Loan,recovery_payment,True,loan_payment_generator,False,
TXNL202500001846,ACC0024062,COM21000198,LN2021020000874,LDO20250001928,53,2025-08-07,02:30:26,9776.19,Debit,Completed,,Loan Payment - LN2021020000874,False,,1.08,,Automated,Business Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001847,ACC0023254,IND21011150,LN2021020000896,LDO20250001930,54,2025-08-11,02:18:42,874.02,Debit,Completed,,Loan Payment - LN2021020000896,False,,1.06,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001848,ACC0023691,IND21008544,LN2021020000914,LDO20250001932,54,2025-08-27,02:21:47,904.25,Debit,Completed,,Loan Payment - LN2021020000914,False,,0.39,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001849,ACC0023901,IND21000939,LN2021020000917,LDO20250000158,54,2025-08-20,02:51:46,4146.11,Debit,Completed,,Loan Payment - LN2021020000917,False,,0.47,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001850,ACC0023053,IND21001779,LN2021020000938,LDO20250000868,54,2025-08-24,02:03:41,3604.62,Debit,Completed,,Loan Payment - LN2021020000938,False,,1.43,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001851,ACC0023214,IND21000305,LN2021020000946,LDO20250001936,54,2025-08-24,04:00:55,1363.71,Debit,Completed,,Loan Payment - LN2021020000946,False,,1.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001852,ACC0023924,IND21004994,LN2021020000949,LDO20250001937,54,2025-08-25,03:52:41,6914.63,Debit,Completed,,Loan Payment - LN2021020000949,False,,1.52,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001853,ACC0023084,IND21004139,LN2021020000960,LDO20250001938,54,2025-08-19,02:05:12,2482.69,Debit,Completed,,Loan Payment - LN2021020000960,False,,1.67,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001854,ACC0023447,IND21002894,LN2021020000964,LDO20250000372,54,2025-08-19,02:32:50,3567.02,Debit,Completed,,Loan Payment - LN2021020000964,False,,1.04,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001855,ACC0023932,IND21010346,LN2021020000969,LDO20250001939,54,2025-08-23,02:09:44,1016.57,Debit,Completed,,Loan Payment - LN2021020000969,False,,1.46,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001856,ACC0022787,IND21000174,LN2021020000971,LDO20250000010,53,2025-08-02,04:48:54,805.57,Debit,Completed,,Loan Payment - LN2021020000971,False,,0.93,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001857,ACC0022945,IND21015148,LN2021020000983,LDO20250001941,54,2025-08-16,04:11:47,3333.41,Debit,Completed,,Loan Payment - LN2021020000983,False,,0.01,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001858,ACC0023715,IND21006031,LN2021020000988,LDO20250001943,54,2025-08-18,03:25:39,2921.91,Debit,Completed,,Loan Payment - LN2021020000988,False,,1.25,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001859,ACC0023547,IND21012846,LN2021020001020,LDO20250001946,54,2025-08-20,03:19:59,586.69,Debit,Completed,,Loan Payment - LN2021020001020,False,,1.76,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001860,ACC0022948,IND21000038,LN2021020001030,LDO20250001948,54,2025-08-20,03:09:37,4052.29,Debit,Completed,,Loan Payment - LN2021020001030,False,,1.49,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001861,ACC0023538,IND21005355,LN2021020001038,LDO20250000872,54,2025-08-26,01:31:43,1069.56,Debit,Completed,,Loan Payment - LN2021020001038 - Recovery,False,,0.86,,Automated,Personal Loan,recovery_payment,True,loan_payment_generator,True,timestamp_shift
TXNL202500001862,ACC0023127,IND21010339,LN2021020001040,LDO20250001950,54,2025-08-21,03:27:40,3516.98,Debit,Failed,insufficient_funds,Loan Payment - LN2021020001040,False,,0.74,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001863,ACC0023394,IND21008786,LN2021020001043,LDO20250000159,54,2025-08-28,03:29:09,298.95,Debit,Completed,,Loan Payment - LN2021020001043,False,,1.11,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001864,ACC0023404,IND21001158,LN2021020001046,LDO20250001951,54,2025-08-27,04:48:14,2192.17,Debit,Completed,,Loan Payment - LN2021020001046,False,,0.58,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001865,ACC0023875,IND21012988,LN2021020001051,LDO20250000873,54,2025-08-25,03:34:58,403.4,Debit,Completed,,Loan Payment - LN2021020001051,False,,0.28,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001866,ACC0022696,IND21010699,LN2021020001066,LDO20250001952,54,2025-08-19,04:41:11,2460.21,Debit,Completed,,Loan Payment - LN2021020001066 - Late Fee,False,,1.21,,Automated,Home Loan,late_payment,False,loan_payment_generator,False,
TXNL202500001867,ACC0023228,IND21000096,LN2021020001074,LDO20250000373,53,2025-08-01,03:30:15,961.75,Debit,Completed,,Loan Payment - LN2021020001074,False,,1.23,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001868,ACC0023830,IND21013306,LN2021020001076,LDO20250000874,53,2025-08-04,04:30:20,2639.88,Debit,Completed,,Loan Payment - LN2021020001076,False,,0.33,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001869,ACC0023929,IND21007416,LN2021020001084,LDO20250001953,54,2025-08-20,04:32:00,4488.82,Debit,Completed,,Loan Payment - LN2021020001084,False,,0.96,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001870,ACC0022572,IND21001906,LN2021020001095,LDO20250000374,53,2025-08-02,04:34:24,1502.09,Debit,Completed,,Loan Payment - LN2021020001095,False,,1.66,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001871,ACC0024001,IND21003553,LN2021020001101,LDO20250001954,53,2025-08-03,03:22:19,773.59,Debit,Completed,,Loan Payment - LN2021020001101,False,,1.02,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001872,ACC0022630,IND21006392,LN2021020001106,LDO20250000375,54,2025-08-18,04:49:45,513.21,Debit,Completed,,Loan Payment - LN2021020001106,False,,1.94,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001873,ACC0022841,IND21000277,LN2021020001108,LDO20250001956,54,2025-08-20,02:31:28,5986.68,Debit,Completed,,Loan Payment - LN2021020001108,False,,0.17,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001874,ACC0023340,IND21008757,LN2021020001118,LDO20250001957,54,2025-08-19,02:14:06,3283.19,Debit,Completed,,Loan Payment - LN2021020001118,False,,0.03,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001875,ACC0023345,IND21003631,LN2021020001124,LDO20250001958,53,2025-08-04,02:29:34,816.64,Debit,Completed,,Loan Payment - LN2021020001124,False,,0.08,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001876,ACC0022723,IND21002233,LN2021020001129,LDO20250000068,53,2025-08-05,03:12:49,2257.6,Debit,Completed,,Loan Payment - LN20210200...,False,,1.24,,Automated,Home Loan,standard_payment,False,loan_payment_generator,True,truncated_description
TXNL202500001877,ACC0022622,IND21013791,LN2021020001131,LDO20250000376,54,2025-08-14,02:17:38,4278.84,Debit,Completed,,Loan Payment - LN2021020001131,False,,0.28,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001878,ACC0023255,IND21007566,LN2021020001139,LDO20250001960,54,2025-08-18,04:53:37,2897.46,Debit,Completed,,Loan Payment - LN2021020001139,False,,1.88,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001879,ACC0023903,IND21006503,LN2021020001142,LDO20250001961,54,2025-08-28,02:11:21,1478.53,Debit,Completed,,Loan Payment - LN2021020001142,False,,0.33,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001880,ACC0023925,IND21011394,LN2021020001146,LDO20250000160,53,2025-08-06,04:29:01,1853.27,Debit,Completed,,Loan Payment - LN2021020001146,False,,1.07,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001881,ACC0023319,IND21007093,LN2021020001149,LDO20250000875,54,2025-08-28,03:00:08,2261.95,Debit,Completed,,Loan Payment - LN2021020001149,False,,1.75,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001882,ACC0023081,IND21000323,LN2021020001150,LDO20250001963,54,2025-08-14,03:24:33,1295.22,Debit,Completed,,Loan Payment - LN2021020001150,False,,0.46,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001883,ACC0022763,IND21012510,LN2021020001154,LDO20250001964,54,2025-08-16,04:04:17,957.84,Debit,Completed,,Loan Payment - LN2021020001154,False,,0.9,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001884,ACC0023836,IND21002810,LN2021020001162,LDO20250001965,54,2025-08-25,02:10:26,2060.98,Debit,Completed,,Loan Payment - LN2021020001162,False,,1.02,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001885,ACC0022707,IND21009357,LN2021020001179,LDO20250001966,54,2025-08-14,02:47:05,1575.63,Debit,Completed,,Loan Payment - LN2021020001179,False,,0.11,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001886,ACC0023568,IND21002794,LN2021020001185,LDO20250000876,54,2025-08-26,03:47:04,1951.78,Debit,Completed,,Loan Payment - LN2021020001185,False,,0.11,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001887,ACC0023704,IND21004974,LN2021020001194,LDO20250000877,54,2025-08-19,04:23:49,1460.61,Debit,Completed,,Loan Payment - LN2021020001194,False,,1.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001888,ACC0023939,IND21013326,LN2021020001198,LDO20250001967,54,2025-08-14,03:01:19,2081.75,Debit,Completed,,Loan Payment - LN2021020001198 - Late Fee,False,,0.25,,Automated,Vehicle Loan,late_payment,False,loan_payment_generator,False,
TXNL202500001889,ACC0022850,IND21009331,LN2021020001204,LDO20250000878,54,2025-08-15,02:55:56,11256.6,Debit,Completed,,Loan Payment - LN2021020001204,False,,0.74,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001890,ACC0023762,IND21005707,LN2021020001205,LDO20250000378,54,2025-08-18,02:35:46,2366.01,Debit,Completed,,Loan Payment - LN2021020001205,False,,0.55,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001891,ACC0023170,IND21005118,LN2021020001207,LDO20250001968,54,2025-08-16,04:03:14,4506.31,Debit,Completed,,Loan Payment - LN2021020001207,False,,0.21,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001892,ACC0023996,IND21007445,LN2021020001212,LDO20250001969,53,2025-08-06,03:37:30,1433.99,Debit,Completed,,Loan Payment - LN2021020001212,False,,0.83,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001893,ACC0022574,IND21013179,LN2021020001223,LDO20250000879,54,2025-08-13,03:06:58,1246.04,Debit,Completed,,Loan Payment - LN2021020001223,False,,0.21,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001894,ACC0023336,IND21005478,LN2021020001229,LDO20250001971,54,2025-08-08,03:03:04,669.09,Debit,Completed,,Loan Payment - LN2021020001229,False,,1.22,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001895,ACC0023546,IND21006300,LN2021020001249,LDO20250000379,54,2025-08-20,02:44:21,468.71,Debit,Completed,,Loan Payment - LN2021020001249,False,,0.68,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001896,ACC0023411,IND21008852,LN2021020001251,LDO20250001972,54,2025-08-15,03:34:18,627.6,Debit,Completed,,Loan Payment - LN2021020001251,False,,0.95,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001897,ACC0023734,IND21002981,LN2021020001265,LDO20250001973,53,2025-08-04,03:11:14,656.25,Debit,Completed,,Loan Payment - LN2021020001265,False,,1.09,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001898,ACC0023223,IND21013704,LN2021020001269,LDO20250000880,54,2025-08-13,04:41:11,4212.06,Debit,Completed,,Loan Payment - LN2021020001269,False,,1.58,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001899,ACC0023915,IND21011857,LN2021020001270,LDO20250000380,53,2025-08-08,02:46:19,860.88,Debit,Completed,,Loan Payment - LN2021020001270 - Late Fee,False,,1.15,,Automated,Home Loan,late_payment,False,loan_payment_generator,False,
TXNL202500001900,ACC0022985,IND21007848,LN2021020001275,LDO20250000881,54,2025-08-16,02:30:52,988.03,Debit,Completed,,Loan Payment - LN2021020001275,False,,0.01,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001901,ACC0023890,IND21002696,LN2021020001277,LDO20250001975,54,2025-08-27,04:02:34,1304.85,Debit,Failed,bank_timeout,Loan Payment - LN2021020001277,False,,0.36,,Automated,Home Loan,standard_payment,False,loan_payment_generator,True,status_inconsistency
TXNL202500001902,ACC0023241,IND21008308,LN2021020001278,LDO20250000161,53,2025-08-07,02:56:03,2501.13,Debit,Completed,,Loan Payment - LN2021020001278,False,,1.0,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001903,ACC0022927,IND21013815,LN2021020001280,LDO20250000382,54,2025-08-28,04:34:14,1987.76,Debit,Failed,insufficient_funds,Loan Payment - LN2021020001280,False,,0.74,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001904,ACC0022983,IND21002440,LN2021020001286,LDO20250000882,54,2025-08-16,02:05:22,1010.07,Debit,Completed,,Loan Payment - LN2021020001286,False,,0.03,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001905,ACC0023384,IND21011970,LN2021020001310,LDO20250000383,54,2025-08-13,02:24:31,1732.98,Debit,Completed,,Loan Payment - LN2021020001310,False,,0.26,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001906,ACC0023775,IND21002824,LN2021020001321,LDO20250000384,54,2025-08-21,04:50:27,1863.02,Debit,Completed,,Loan Payment - LN2021020001321,False,,0.97,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001907,ACC0023338,IND21006791,LN2021020001328,LDO20250001977,54,2025-08-20,03:25:23,2356.3,Debit,Completed,,Loan Payment - LN2021020001328,False,,0.59,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001908,ACC0023421,IND21002046,LN2021020001332,LDO20250000032,53,2025-08-05,02:48:15,3395.12,Debit,Completed,,Loan Payment - LN2021020001332,False,,0.04,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202500001909,ACC0023751,IND21003836,LN2021020001342,LDO20250000385,53,2025-08-06,03:03:47,1163.76,Debit,Failed,bank_timeout,Loan Payment - LN2021020001342,False,,1.22,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
